provider,file_stem,EDITORA,AUTOR,INTERPRETE,__source_sheet,amount_cents,amount_int,PROGRAMA,amount_numeric
Globo,MusicCueSheet_TvAberta_Outubro2023,"IESSI MUSIC PUBLISHING,IESSI MUSIC PUBLISHING,IESSI MUSIC PUBLISHING","IVETE SANGALO,LUCIANO CHAVES,SAMIR TRINDADE",IVETE SANGALO,MusicCueSheet_TvAberta_Out23,0,0,,0.00
Globo,MusicCueSheet_TvAberta_Outubro2023,"IESSI MUSIC PUBLISHING,IESSI MUSIC PUBLISHING,IESSI MUSIC PUBLISHING","IVETE SANGALO,LUCIANO CHAVES,SAMIR TRINDADE",IVETE SANGALO,MusicCueSheet_TvAberta_Out23,0,0,,0.00
Globo,MusicCueSheet_TvAberta_Outubro2023,"SONY MUSIC PUBLISHING,SONY MUSIC PUBLISHING","HERBERT VIANNA,PAULO SERGIO VALLE",IVETE SANGALO,MusicCueSheet_TvAberta_Out23,0,0,,0.00
Globo,MusicCueSheet_TvAberta_Outubro2023,"PEERMUSIC,PEERMUSIC,PEERMUSIC","GIANCARLO BIGAZZI,M FICARELLI,UMBERTO TOZZI",IVETE SANGALO,MusicCueSheet_TvAberta_Out23,0,0,,0.00
Globo,MusicCueSheet_TvAberta_Outubro2023,"IESSI MUSIC PUBLISHING,WARNER CHAPPELL","IVETE SANGALO,SAMIR TRINDADE",IVETE SANGALO,MusicCueSheet_TvAberta_Out23,0,0,,0.00
Globo,MusicCueSheet_TvAberta_Outubro2023,"IESSI MUSIC PUBLISHING,WARNER CHAPPELL","IVETE SANGALO,SAMIR TRINDADE",IVETE SANGALO,MusicCueSheet_TvAberta_Out23,0,0,,0.00
Globo,MusicCueSheet_TvAberta_Outubro2023,"IESSI MUSIC PUBLISHING,WARNER CHAPPELL","IVETE SANGALO,SAMIR TRINDADE",IVETE SANGALO,MusicCueSheet_TvAberta_Out23,0,0,,0.00
Globo,MusicCueSheet_TvAberta_Outubro2023,"IESSI MUSIC PUBLISHING,WARNER CHAPPELL","IVETE SANGALO,SAMIR TRINDADE",IVETE SANGALO,MusicCueSheet_TvAberta_Out23,0,0,,0.00
Globo,MusicCueSheet_TvAberta_Outubro2023,"IESSI MUSIC PUBLISHING,IESSI MUSIC PUBLISHING,IESSI MUSIC PUBLISHING","GIGI CERQUEIRA,IVETE SANGALO,SAMIR TRINDADE",IVETE SANGALO,MusicCueSheet_TvAberta_Out23,0,0,,0.00
Globo,MusicCueSheet_TvAberta_Outubro2023,"IESSI MUSIC PUBLISHING,IESSI MUSIC PUBLISHING,IESSI MUSIC PUBLISHING","GIGI CERQUEIRA,IVETE SANGALO,SAMIR TRINDADE",IVETE SANGALO,MusicCueSheet_TvAberta_Out23,0,0,,0.00
Globo,MusicCueSheet_TvAberta_Outubro2023,"BOA MUSIC RIGHTS,BOA MUSIC RIGHTS,BOA MUSIC RIGHTS","FLEEZUS,IURI RIO BRANCO,MARINA SENA",MARINA SENA,MusicCueSheet_TvAberta_Out23,0,0,,0.00
Globo,MusicCueSheet_TvAberta_Outubro2023,SONY MUSIC PUBLISHING,ZE RAMALHO,ZE RAMALHO,MusicCueSheet_TvAberta_Out23,0,0,,0.00
Globo,MusicCueSheet_TvAberta_Outubro2023,UNIVERSAL MGB,ZE RAMALHO,ZE RAMALHO,MusicCueSheet_TvAberta_Out23,0,0,,0.00
Globo,MusicCueSheet_TvAberta_Outubro2023,SONY MUSIC PUBLISHING,ZE RAMALHO,ZE RAMALHO,MusicCueSheet_TvAberta_Out23,0,0,,0.00
Globo,MusicCueSheet_TvAberta_Outubro2023,"WARNER CHAPPELL,SONY MUSIC PUBLISHING,WARNER CHAPPELL","CESAR AUGUSTO,CLAUDIO NOAM,PAULO SERGIO",ZE RAMALHO,MusicCueSheet_TvAberta_Out23,0,0,,0.00
Globo,MusicCueSheet_TvAberta_Outubro2023,SONY MUSIC PUBLISHING,ZE RAMALHO,ZE RAMALHO,MusicCueSheet_TvAberta_Out23,0,0,,0.00
Globo,MusicCueSheet_TvAberta_Outubro2023,"WARNER CHAPPELL,WARNER CHAPPELL","ALCEU VALENCA,ZE RAMALHO",ZE RAMALHO,MusicCueSheet_TvAberta_Out23,0,0,,0.00
Globo,MusicCueSheet_TvAberta_Outubro2023,WARNER CHAPPELL,ZE RAMALHO,ZE RAMALHO,MusicCueSheet_TvAberta_Out23,0,0,,0.00
Globo,MusicCueSheet_TvAberta_Outubro2023,"SONY MUSIC PUBLISHING,IESSI MUSIC PUBLISHING","ALAIM TAVARES,RITA MENDES",IVETE SANGALO,MusicCueSheet_TvAberta_Out23,0,0,,0.00
Globo,MusicCueSheet_TvAberta_Outubro2023,"IESSI MUSIC PUBLISHING,WARNER CHAPPELL","IVETE SANGALO,SAMIR TRINDADE",IVETE SANGALO,MusicCueSheet_TvAberta_Out23,0,0,,0.00
Globo,MusicCueSheet_TvAberta_Outubro2023,"IESSI MUSIC PUBLISHING,WARNER CHAPPELL","IVETE SANGALO,SAMIR TRINDADE",IVETE SANGALO,MusicCueSheet_TvAberta_Out23,0,0,,0.00
Globo,MusicCueSheet_TvAberta_Outubro2023,"IESSI MUSIC PUBLISHING,WARNER CHAPPELL","IVETE SANGALO,SAMIR TRINDADE",IVETE SANGALO,MusicCueSheet_TvAberta_Out23,0,0,,0.00
Globo,MusicCueSheet_TvAberta_Outubro2023,"IESSI MUSIC PUBLISHING,WARNER CHAPPELL","IVETE SANGALO,SAMIR TRINDADE",IVETE SANGALO,MusicCueSheet_TvAberta_Out23,0,0,,0.00
Globo,MusicCueSheet_TvAberta_Outubro2023,"IESSI MUSIC PUBLISHING,UNIVERSAL MGB,IESSI MUSIC PUBLISHING","DORIA,DULLER,MIRO ALMERIO",IVETE SANGALO,MusicCueSheet_TvAberta_Out23,0,0,,0.00
Globo,MusicCueSheet_TvAberta_Outubro2023,"IESSI MUSIC PUBLISHING,UNIVERSAL MGB,IESSI MUSIC PUBLISHING","DORIA,DULLER,MIRO ALMERIO",IVETE SANGALO,MusicCueSheet_TvAberta_Out23,0,0,,0.00
Globo,MusicCueSheet_TvAberta_Outubro2023,"IESSI MUSIC PUBLISHING,UNIVERSAL MGB,IESSI MUSIC PUBLISHING","DORIA,DULLER,MIRO ALMERIO",IVETE SANGALO,MusicCueSheet_TvAberta_Out23,0,0,,0.00
Globo,MusicCueSheet_TvAberta_Outubro2023,"VITALE,VITALE","ALOISIO,EDSON",IVETE SANGALO,MusicCueSheet_TvAberta_Out23,0,0,,0.00
Globo,MusicCueSheet_TvAberta_Outubro2023,"SONY MUSIC PUBLISHING,COPYRIGHTS","DORIVAL CAYMMI,JORGE AMADO",DORIVAL CAYMMI,MusicCueSheet_TvAberta_Out23,0,0,,0.00
Globo,MusicCueSheet_TvAberta_Outubro2023,A DESCOBRIR,DIOGO ALVARO FERREIRA MONCORVO,BACO EXU DO BLUES,MusicCueSheet_TvAberta_Out23,0,0,,0.00
Globo,MusicCueSheet_TvAberta_Outubro2023,UNIVERSAL MGB,ANDERSON CUNHA,IVETE SANGALO,MusicCueSheet_TvAberta_Out23,0,0,,0.00
Globo,MusicCueSheet_TvAberta_Outubro2023,"IESSI MUSIC PUBLISHING,WARNER CHAPPELL","IVETE SANGALO,SAMIR TRINDADE",IVETE SANGALO,MusicCueSheet_TvAberta_Out23,0,0,,0.00
Globo,MusicCueSheet_TvAberta_Outubro2023,"IESSI MUSIC PUBLISHING,WARNER CHAPPELL","IVETE SANGALO,SAMIR TRINDADE",IVETE SANGALO,MusicCueSheet_TvAberta_Out23,0,0,,0.00
Globo,MusicCueSheet_TvAberta_Outubro2023,"IESSI MUSIC PUBLISHING,WARNER CHAPPELL","IVETE SANGALO,SAMIR TRINDADE",IVETE SANGALO,MusicCueSheet_TvAberta_Out23,0,0,,0.00
Globo,MusicCueSheet_TvAberta_Outubro2023,"IESSI MUSIC PUBLISHING,WARNER CHAPPELL","IVETE SANGALO,SAMIR TRINDADE",IVETE SANGALO,MusicCueSheet_TvAberta_Out23,0,0,,0.00
Globo,MusicCueSheet_TvAberta_Outubro2023,"IESSI MUSIC PUBLISHING,IESSI MUSIC PUBLISHING,IESSI MUSIC PUBLISHING,IESSI MUSIC PUBLISHING,IESSI MUSIC PUBLISHING,UNIVERSAL MGB","IVETE SANGALO,NEILTON CERQUEIRA SANTOS,RADAMES VENANCIO,RAMON CRUZ,SAMIR TRINDADE,TIERRE COSTA",IVETE SANGALO,MusicCueSheet_TvAberta_Out23,0,0,,0.00
