Mês Exibição,Gênero,Programa,Episódio,Capítulo,Data Exibição,Música,Autores da Música,Sincronismo TVG,Acervo Sim ou Não?,Autor,Editora,% do Autor,Interprete,Reprise,uncertain_match,Matched Title,Matched Identifier/ISWC,Uncertain Match,Eligibility Basis,__source_sheet
DEZ/2023,JORNALISMO,LEANDRO E LEONARDO 92,,10,09/12/2023,WHEN YOU WISH UPON A STAR,"LEIGH HARLINE - PEERMUSIC (50%)
NED WASHINGTON - PEERMUSIC (50%)",FUNDO,NÃO,NED WASHINGTON,PEERMUSIC,50,MU CARVALHO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
DEZ/2023,DRAMATURGIA DIÁRIA,AMERICA,,12,12/12/2023,PRA RUA ME LEVAR,"ANA CAROLINA - SONY MUSIC PUBLISHING (50%)
TOTONHO VILLEROY - UNIVERSAL MGB (50%)",TEMA,NÃO,ANA CAROLINA,SONY MUSIC PUBLISHING,50,ANA CAROLINA,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
DEZ/2023,DRAMATURGIA DIÁRIA,AMERICA,,12,12/12/2023,PRA RUA ME LEVAR,"ANA CAROLINA - SONY MUSIC PUBLISHING (50%)
TOTONHO VILLEROY - UNIVERSAL MGB (50%)",TEMA,NÃO,TOTONHO VILLEROY,UNIVERSAL MGB,50,ANA CAROLINA,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
DEZ/2023,VARIEDADE DIÁRIA,BIG BROTHER BRASIL 5,,72,19/12/2023,CHAO DE GIZ,ZE RAMALHO - SONY MUSIC PUBLISHING (100%),FUNDO,NÃO,ZE RAMALHO,SONY MUSIC PUBLISHING,100,ZE RAMALHO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
DEZ/2023,VARIEDADE SEMANAL,E DE CASA,E DE CASA,433,02/12/2023,CABECINHA NO OMBRO,PAULO BORGES - FERMATA (100%),AO VIVO FUNDO,,PAULO BORGES,FERMATA,100,FAGNER,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
DEZ/2023,VARIEDADE SEMANAL,DOMINGAO COM HUCK,,117,03/12/2023,ENCOSTAR NA TUA,ANA CAROLINA - SONY MUSIC PUBLISHING (100%),FUNDO,,ANA CAROLINA,SONY MUSIC PUBLISHING,100,ANA CAROLINA,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
DEZ/2023,VARIEDADE SEMANAL,DOMINGAO COM HUCK,,117,03/12/2023,O MUNDO VAI,"IVETE SANGALO - IESSI MUSIC PUBLISHING (16,66%)
NEILTON CERQUEIRA SANTOS - IESSI MUSIC PUBLISHING (16,66%)
RADAMES VENANCIO - IESSI MUSIC PUBLISHING (16,67%)
RAMON CRUZ - IESSI MUSIC PUBLISHING (16,67%)
SAMIR TRINDADE - IESSI MUSIC PUBLISHING (16,67%)
TIERRE COSTA - UNIVERSAL MGB (16,67%)",FUNDO,,SAMIR TRINDADE,IESSI MUSIC PUBLISHING,"16,67",IVETE SANGALO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
DEZ/2023,VARIEDADE SEMANAL,DOMINGAO COM HUCK,,117,03/12/2023,O MUNDO VAI,"IVETE SANGALO - IESSI MUSIC PUBLISHING (16,66%)
NEILTON CERQUEIRA SANTOS - IESSI MUSIC PUBLISHING (16,66%)
RADAMES VENANCIO - IESSI MUSIC PUBLISHING (16,67%)
RAMON CRUZ - IESSI MUSIC PUBLISHING (16,67%)
SAMIR TRINDADE - IESSI MUSIC PUBLISHING (16,67%)
TIERRE COSTA - UNIVERSAL MGB (16,67%)",FUNDO,,TIERRE COSTA,UNIVERSAL MGB,"16,67",IVETE SANGALO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
DEZ/2023,VARIEDADE SEMANAL,DOMINGAO COM HUCK,,117,03/12/2023,O MUNDO VAI,"IVETE SANGALO - IESSI MUSIC PUBLISHING (16,66%)
NEILTON CERQUEIRA SANTOS - IESSI MUSIC PUBLISHING (16,66%)
RADAMES VENANCIO - IESSI MUSIC PUBLISHING (16,67%)
RAMON CRUZ - IESSI MUSIC PUBLISHING (16,67%)
SAMIR TRINDADE - IESSI MUSIC PUBLISHING (16,67%)
TIERRE COSTA - UNIVERSAL MGB (16,67%)",FUNDO,,NEILTON CERQUEIRA SANTOS,IESSI MUSIC PUBLISHING,"16,66",IVETE SANGALO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
DEZ/2023,VARIEDADE SEMANAL,DOMINGAO COM HUCK,,117,03/12/2023,O MUNDO VAI,"IVETE SANGALO - IESSI MUSIC PUBLISHING (16,66%)
NEILTON CERQUEIRA SANTOS - IESSI MUSIC PUBLISHING (16,66%)
RADAMES VENANCIO - IESSI MUSIC PUBLISHING (16,67%)
RAMON CRUZ - IESSI MUSIC PUBLISHING (16,67%)
SAMIR TRINDADE - IESSI MUSIC PUBLISHING (16,67%)
TIERRE COSTA - UNIVERSAL MGB (16,67%)",FUNDO,,RADAMES VENANCIO,IESSI MUSIC PUBLISHING,"16,67",IVETE SANGALO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
DEZ/2023,VARIEDADE SEMANAL,DOMINGAO COM HUCK,,117,03/12/2023,O MUNDO VAI,"IVETE SANGALO - IESSI MUSIC PUBLISHING (16,66%)
NEILTON CERQUEIRA SANTOS - IESSI MUSIC PUBLISHING (16,66%)
RADAMES VENANCIO - IESSI MUSIC PUBLISHING (16,67%)
RAMON CRUZ - IESSI MUSIC PUBLISHING (16,67%)
SAMIR TRINDADE - IESSI MUSIC PUBLISHING (16,67%)
TIERRE COSTA - UNIVERSAL MGB (16,67%)",FUNDO,,RAMON CRUZ,IESSI MUSIC PUBLISHING,"16,67",IVETE SANGALO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
DEZ/2023,VARIEDADE SEMANAL,DOMINGAO COM HUCK,,117,03/12/2023,O MUNDO VAI,"IVETE SANGALO - IESSI MUSIC PUBLISHING (16,66%)
NEILTON CERQUEIRA SANTOS - IESSI MUSIC PUBLISHING (16,66%)
RADAMES VENANCIO - IESSI MUSIC PUBLISHING (16,67%)
RAMON CRUZ - IESSI MUSIC PUBLISHING (16,67%)
SAMIR TRINDADE - IESSI MUSIC PUBLISHING (16,67%)
TIERRE COSTA - UNIVERSAL MGB (16,67%)",FUNDO,,IVETE SANGALO,IESSI MUSIC PUBLISHING,"16,66",IVETE SANGALO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
DEZ/2023,VARIEDADE SEMANAL,PIPOCA DA IVETE 2023,,12,03/12/2023,PIPOCA DA IVETE,"IVETE SANGALO - IESSI MUSIC PUBLISHING (50%)
SAMIR TRINDADE - WARNER CHAPPELL (50%)",FUNDO,,IVETE SANGALO,IESSI MUSIC PUBLISHING,50,IVETE SANGALO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
DEZ/2023,VARIEDADE SEMANAL,PIPOCA DA IVETE 2023,,12,03/12/2023,PIPOCA DA IVETE,"IVETE SANGALO - IESSI MUSIC PUBLISHING (50%)
SAMIR TRINDADE - WARNER CHAPPELL (50%)",FUNDO,,SAMIR TRINDADE,WARNER CHAPPELL,50,IVETE SANGALO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
DEZ/2023,VARIEDADE SEMANAL,PIPOCA DA IVETE 2023,,12,03/12/2023,YOU ARE THE SUNSHINE OF MY LIFE,STEVIE WONDER - SONY MUSIC PUBLISHING (100%),PERFORMANCE,,STEVIE WONDER,SONY MUSIC PUBLISHING,100,IVETE SANGALO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
AGO/2023,VARIEDADE SEMANAL,CALDEIRAO COM MION,,100,05/08/2023,GARGANTA,TOTONHO VILLEROY - UNIVERSAL MGB (100%),PERFORMANCE,NÃO,TOTONHO VILLEROY,UNIVERSAL MGB,100,ANA CAROLINA,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
AGO/2023,VARIEDADE SEMANAL,CALDEIRAO COM MION,,100,05/08/2023,O SEGUNDO SOL,NANDO REIS - WARNER CHAPPELL (100%),PERFORMANCE,NÃO,NANDO REIS,WARNER CHAPPELL,100,ANA CAROLINA,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,JORNALISMO,FANTASTICO,,2611,05/11/2023,BANHO DE FOLHAS,"EMILLIE LAPA - DUBAS (50%)
LUEDJI LUNA - DUBAS (50%)",PERFORMANCE,NÃO,EMILLIE LAPA,DUBAS,50,LUEDJI LUNA,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,JORNALISMO,FANTASTICO,,2611,05/11/2023,BANHO DE FOLHAS,"EMILLIE LAPA - DUBAS (50%)
LUEDJI LUNA - DUBAS (50%)",PERFORMANCE,NÃO,LUEDJI LUNA,DUBAS,50,LUEDJI LUNA,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE SEMANAL,PIPOCA DA IVETE 2023,,8,05/11/2023,MEXE A CABECA,"GIGI - IESSI MUSIC PUBLISHING (20%)
IVETE SANGALO - IESSI MUSIC PUBLISHING (20%)
RADAMES VENANCIO - IESSI MUSIC PUBLISHING (20%)
RAMON CRUZ - IESSI MUSIC PUBLISHING (20%)
SAMIR TRINDADE - WARNER CHAPPELL (20%)",PERFORMANCE,NÃO,IVETE SANGALO,IESSI MUSIC PUBLISHING,20,IVETE SANGALO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE SEMANAL,PIPOCA DA IVETE 2023,,8,05/11/2023,MEXE A CABECA,"GIGI - IESSI MUSIC PUBLISHING (20%)
IVETE SANGALO - IESSI MUSIC PUBLISHING (20%)
RADAMES VENANCIO - IESSI MUSIC PUBLISHING (20%)
RAMON CRUZ - IESSI MUSIC PUBLISHING (20%)
SAMIR TRINDADE - WARNER CHAPPELL (20%)",PERFORMANCE,NÃO,RADAMES VENANCIO,IESSI MUSIC PUBLISHING,20,IVETE SANGALO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE SEMANAL,PIPOCA DA IVETE 2023,,8,05/11/2023,MEXE A CABECA,"GIGI - IESSI MUSIC PUBLISHING (20%)
IVETE SANGALO - IESSI MUSIC PUBLISHING (20%)
RADAMES VENANCIO - IESSI MUSIC PUBLISHING (20%)
RAMON CRUZ - IESSI MUSIC PUBLISHING (20%)
SAMIR TRINDADE - WARNER CHAPPELL (20%)",PERFORMANCE,NÃO,RAMON CRUZ,IESSI MUSIC PUBLISHING,20,IVETE SANGALO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE SEMANAL,PIPOCA DA IVETE 2023,,8,05/11/2023,MEXE A CABECA,"GIGI - IESSI MUSIC PUBLISHING (20%)
IVETE SANGALO - IESSI MUSIC PUBLISHING (20%)
RADAMES VENANCIO - IESSI MUSIC PUBLISHING (20%)
RAMON CRUZ - IESSI MUSIC PUBLISHING (20%)
SAMIR TRINDADE - WARNER CHAPPELL (20%)",PERFORMANCE,NÃO,GIGI,IESSI MUSIC PUBLISHING,20,IVETE SANGALO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE SEMANAL,PIPOCA DA IVETE 2023,,8,05/11/2023,MEXE A CABECA,"GIGI - IESSI MUSIC PUBLISHING (20%)
IVETE SANGALO - IESSI MUSIC PUBLISHING (20%)
RADAMES VENANCIO - IESSI MUSIC PUBLISHING (20%)
RAMON CRUZ - IESSI MUSIC PUBLISHING (20%)
SAMIR TRINDADE - WARNER CHAPPELL (20%)",PERFORMANCE,NÃO,SAMIR TRINDADE,WARNER CHAPPELL,20,IVETE SANGALO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE SEMANAL,PIPOCA DA IVETE 2023,,8,05/11/2023,PIPOCA DA IVETE,"IVETE SANGALO - IESSI MUSIC PUBLISHING (50%)
SAMIR TRINDADE - WARNER CHAPPELL (50%)",FUNDO,NÃO,SAMIR TRINDADE,WARNER CHAPPELL,50,IVETE SANGALO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE SEMANAL,PIPOCA DA IVETE 2023,,8,05/11/2023,PIPOCA DA IVETE,"IVETE SANGALO - IESSI MUSIC PUBLISHING (50%)
SAMIR TRINDADE - WARNER CHAPPELL (50%)",FUNDO,NÃO,IVETE SANGALO,IESSI MUSIC PUBLISHING,50,IVETE SANGALO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE SEMANAL,PIPOCA DA IVETE 2023,,8,05/11/2023,PRA FRENTE,"FILIPE COSTA SILVA - IESSI MUSIC PUBLISHING (33,34%)
GIGI - IESSI MUSIC PUBLISHING (33,33%)
MAGNO SANT ANNA - IESSI MUSIC PUBLISHING (33,33%)",PERFORMANCE,NÃO,FILIPE COSTA SILVA,IESSI MUSIC PUBLISHING,"33,34",IVETE SANGALO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE SEMANAL,PIPOCA DA IVETE 2023,,8,05/11/2023,PRA FRENTE,"FILIPE COSTA SILVA - IESSI MUSIC PUBLISHING (33,34%)
GIGI - IESSI MUSIC PUBLISHING (33,33%)
MAGNO SANT ANNA - IESSI MUSIC PUBLISHING (33,33%)",PERFORMANCE,NÃO,MAGNO SANT ANNA,IESSI MUSIC PUBLISHING,"33,33",IVETE SANGALO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE SEMANAL,PIPOCA DA IVETE 2023,,8,05/11/2023,PRA FRENTE,"FILIPE COSTA SILVA - IESSI MUSIC PUBLISHING (33,34%)
GIGI - IESSI MUSIC PUBLISHING (33,33%)
MAGNO SANT ANNA - IESSI MUSIC PUBLISHING (33,33%)",PERFORMANCE,NÃO,GIGI,IESSI MUSIC PUBLISHING,"33,33",IVETE SANGALO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE DIÁRIA,MAIS VOCE,,5941,06/11/2023,HINO DA TELEVISAO BRASILEIRA,GUILHERME ALMEIDA - A DESCOBRIR (100%),FUNDO,NÃO,GUILHERME ALMEIDA,A DESCOBRIR,100,GUILHERME ALMEIDA,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE DIÁRIA,ENCONTRO,,2918,08/11/2023,ALINHAMENTO MILENAR,"JAO - UNIVERSAL MGB (33,4%)
PEDRO TOFANI - UNIVERSAL MGB (33,3%)
ZEBU - A DESCOBRIR (33,3%)",PERFORMANCE,NÃO,ZEBU,A DESCOBRIR,"33,3",JAO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE DIÁRIA,ENCONTRO,,2918,08/11/2023,ALINHAMENTO MILENAR,"JAO - UNIVERSAL MGB (33,4%)
PEDRO TOFANI - UNIVERSAL MGB (33,3%)
ZEBU - A DESCOBRIR (33,3%)",PERFORMANCE,NÃO,JAO,UNIVERSAL MGB,"33,4",JAO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE DIÁRIA,ENCONTRO,,2918,08/11/2023,ALINHAMENTO MILENAR,"JAO - UNIVERSAL MGB (33,4%)
PEDRO TOFANI - UNIVERSAL MGB (33,3%)
ZEBU - A DESCOBRIR (33,3%)",PERFORMANCE,NÃO,PEDRO TOFANI,UNIVERSAL MGB,"33,3",JAO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE DIÁRIA,VAI QUE COLA,4ª TEMPORADA,LIGACOES PERIGOSAS,09/11/2023,QUALQUER JEITO,"BOB MCDILL - UNIVERSAL MGB (33,34%)
ERASMO CARLOS - UNIVERSAL MGB (33,33%)
ROBERTO CARLOS - UNIVERSAL MGB (33,33%)",FUNDO,NÃO,BOB MCDILL,UNIVERSAL MGB,"33,34",KATIA,Sim,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE DIÁRIA,VAI QUE COLA,4ª TEMPORADA,LIGACOES PERIGOSAS,09/11/2023,QUALQUER JEITO,"BOB MCDILL - UNIVERSAL MGB (33,34%)
ERASMO CARLOS - UNIVERSAL MGB (33,33%)
ROBERTO CARLOS - UNIVERSAL MGB (33,33%)",FUNDO,NÃO,ERASMO CARLOS,UNIVERSAL MGB,"33,33",KATIA,Sim,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE DIÁRIA,VAI QUE COLA,4ª TEMPORADA,LIGACOES PERIGOSAS,09/11/2023,QUALQUER JEITO,"BOB MCDILL - UNIVERSAL MGB (33,34%)
ERASMO CARLOS - UNIVERSAL MGB (33,33%)
ROBERTO CARLOS - UNIVERSAL MGB (33,33%)",FUNDO,NÃO,ROBERTO CARLOS,UNIVERSAL MGB,"33,33",KATIA,Sim,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE DIÁRIA,VAI QUE COLA,4ª TEMPORADA,BICHA BICHERRIMA,10/11/2023,QUEM DE NOS DOIS,"A DESCOBRIR - A DESCOBRIR (2,51%)
ANA - WARNER CHAPPELL (18,13%)
DUDU - WARNER CHAPPELL (18,12%)
GIANLUCA GRIGNANI - UNIVERSAL MGB (25%)
GIANLUCA GRIGNANI - WARNER CHAPPELL (18,12%)
MASSIMO LUCA - WARNER CHAPPELL (18,12%)",FUNDO,NÃO,DUDU,WARNER CHAPPELL,"18,12",ANA CAROLINA,Sim,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE DIÁRIA,VAI QUE COLA,4ª TEMPORADA,BICHA BICHERRIMA,10/11/2023,QUEM DE NOS DOIS,"A DESCOBRIR - A DESCOBRIR (2,51%)
ANA - WARNER CHAPPELL (18,13%)
DUDU - WARNER CHAPPELL (18,12%)
GIANLUCA GRIGNANI - UNIVERSAL MGB (25%)
GIANLUCA GRIGNANI - WARNER CHAPPELL (18,12%)
MASSIMO LUCA - WARNER CHAPPELL (18,12%)",FUNDO,NÃO,GIANLUCA GRIGNANI,WARNER CHAPPELL,"18,12",ANA CAROLINA,Sim,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE DIÁRIA,VAI QUE COLA,4ª TEMPORADA,BICHA BICHERRIMA,10/11/2023,QUEM DE NOS DOIS,"A DESCOBRIR - A DESCOBRIR (2,51%)
ANA - WARNER CHAPPELL (18,13%)
DUDU - WARNER CHAPPELL (18,12%)
GIANLUCA GRIGNANI - UNIVERSAL MGB (25%)
GIANLUCA GRIGNANI - WARNER CHAPPELL (18,12%)
MASSIMO LUCA - WARNER CHAPPELL (18,12%)",FUNDO,NÃO,MASSIMO LUCA,WARNER CHAPPELL,"18,12",ANA CAROLINA,Sim,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE DIÁRIA,VAI QUE COLA,4ª TEMPORADA,BICHA BICHERRIMA,10/11/2023,QUEM DE NOS DOIS,"A DESCOBRIR - A DESCOBRIR (2,51%)
ANA - WARNER CHAPPELL (18,13%)
DUDU - WARNER CHAPPELL (18,12%)
GIANLUCA GRIGNANI - UNIVERSAL MGB (25%)
GIANLUCA GRIGNANI - WARNER CHAPPELL (18,12%)
MASSIMO LUCA - WARNER CHAPPELL (18,12%)",FUNDO,NÃO,GIANLUCA GRIGNANI,UNIVERSAL MGB,25,ANA CAROLINA,Sim,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE DIÁRIA,VAI QUE COLA,4ª TEMPORADA,BICHA BICHERRIMA,10/11/2023,QUEM DE NOS DOIS,"A DESCOBRIR - A DESCOBRIR (2,51%)
ANA - WARNER CHAPPELL (18,13%)
DUDU - WARNER CHAPPELL (18,12%)
GIANLUCA GRIGNANI - UNIVERSAL MGB (25%)
GIANLUCA GRIGNANI - WARNER CHAPPELL (18,12%)
MASSIMO LUCA - WARNER CHAPPELL (18,12%)",FUNDO,NÃO,ANA,WARNER CHAPPELL,"18,13",ANA CAROLINA,Sim,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE DIÁRIA,VAI QUE COLA,4ª TEMPORADA,BICHA BICHERRIMA,10/11/2023,QUEM DE NOS DOIS,"A DESCOBRIR - A DESCOBRIR (2,51%)
ANA - WARNER CHAPPELL (18,13%)
DUDU - WARNER CHAPPELL (18,12%)
GIANLUCA GRIGNANI - UNIVERSAL MGB (25%)
GIANLUCA GRIGNANI - WARNER CHAPPELL (18,12%)
MASSIMO LUCA - WARNER CHAPPELL (18,12%)",FUNDO,NÃO,A DESCOBRIR,A DESCOBRIR,"2,51",ANA CAROLINA,Sim,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,ESPORTE,GLOBO ESPORTE SP,,11112023,11/11/2023,LEVANTA E ANDA,"BEATNICK - WARNER CHAPPELL (25%)
EMICIDA - WARNER CHAPPELL (25%)
K SALAAM - WARNER CHAPPELL (25%)
RAEL - WARNER CHAPPELL (25%)",PERFORMANCE,NÃO,K SALAAM,WARNER CHAPPELL,25,EMICIDA,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,ESPORTE,GLOBO ESPORTE SP,,11112023,11/11/2023,LEVANTA E ANDA,"BEATNICK - WARNER CHAPPELL (25%)
EMICIDA - WARNER CHAPPELL (25%)
K SALAAM - WARNER CHAPPELL (25%)
RAEL - WARNER CHAPPELL (25%)",PERFORMANCE,NÃO,RAEL,WARNER CHAPPELL,25,EMICIDA,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,ESPORTE,GLOBO ESPORTE SP,,11112023,11/11/2023,LEVANTA E ANDA,"BEATNICK - WARNER CHAPPELL (25%)
EMICIDA - WARNER CHAPPELL (25%)
K SALAAM - WARNER CHAPPELL (25%)
RAEL - WARNER CHAPPELL (25%)",PERFORMANCE,NÃO,BEATNICK,WARNER CHAPPELL,25,EMICIDA,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,ESPORTE,GLOBO ESPORTE SP,,11112023,11/11/2023,LEVANTA E ANDA,"BEATNICK - WARNER CHAPPELL (25%)
EMICIDA - WARNER CHAPPELL (25%)
K SALAAM - WARNER CHAPPELL (25%)
RAEL - WARNER CHAPPELL (25%)",PERFORMANCE,NÃO,EMICIDA,WARNER CHAPPELL,25,EMICIDA,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE SEMANAL,DOMINGAO COM HUCK,,114,12/11/2023,BANHO DE FOLHAS,"EMILLIE LAPA - DUBAS (50%)
LUEDJI LUNA - DUBAS (50%)",FUNDO,NÃO,EMILLIE LAPA,DUBAS,50,LUEDJI LUNA,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE SEMANAL,DOMINGAO COM HUCK,,114,12/11/2023,BANHO DE FOLHAS,"EMILLIE LAPA - DUBAS (50%)
LUEDJI LUNA - DUBAS (50%)",FUNDO,NÃO,LUEDJI LUNA,DUBAS,50,LUEDJI LUNA,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,JORNALISMO,FANTASTICO,,2612,12/11/2023,AMARELO,"BELCHIOR - CORISCO (10%)
DJ DUH - WARNER CHAPPELL (10%)
EMICIDA - WARNER CHAPPELL (40%)
FELIPE VASSAO - WARNER CHAPPELL (40%)",PERFORMANCE,NÃO,BELCHIOR,CORISCO,10,EMICIDA,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,JORNALISMO,FANTASTICO,,2612,12/11/2023,AMARELO,"BELCHIOR - CORISCO (10%)
DJ DUH - WARNER CHAPPELL (10%)
EMICIDA - WARNER CHAPPELL (40%)
FELIPE VASSAO - WARNER CHAPPELL (40%)",PERFORMANCE,NÃO,FELIPE VASSAO,WARNER CHAPPELL,40,EMICIDA,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,JORNALISMO,FANTASTICO,,2612,12/11/2023,AMARELO,"BELCHIOR - CORISCO (10%)
DJ DUH - WARNER CHAPPELL (10%)
EMICIDA - WARNER CHAPPELL (40%)
FELIPE VASSAO - WARNER CHAPPELL (40%)",PERFORMANCE,NÃO,DJ DUH,WARNER CHAPPELL,10,EMICIDA,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,JORNALISMO,FANTASTICO,,2612,12/11/2023,AMARELO,"BELCHIOR - CORISCO (10%)
DJ DUH - WARNER CHAPPELL (10%)
EMICIDA - WARNER CHAPPELL (40%)
FELIPE VASSAO - WARNER CHAPPELL (40%)",PERFORMANCE,NÃO,EMICIDA,WARNER CHAPPELL,40,EMICIDA,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE SEMANAL,PIPOCA DA IVETE 2023,,9,12/11/2023,EMBARACA NO BEIJO,"IVETE SANGALO - IESSI MUSIC PUBLISHING (33,34%)
RADAMES VENANCIO - IESSI MUSIC PUBLISHING (33,33%)
SAMIR TRINDADE - WARNER CHAPPELL (33,33%)",PERFORMANCE,NÃO,SAMIR TRINDADE,WARNER CHAPPELL,"33,33",IVETE SANGALO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE SEMANAL,PIPOCA DA IVETE 2023,,9,12/11/2023,EMBARACA NO BEIJO,"IVETE SANGALO - IESSI MUSIC PUBLISHING (33,34%)
RADAMES VENANCIO - IESSI MUSIC PUBLISHING (33,33%)
SAMIR TRINDADE - WARNER CHAPPELL (33,33%)",PERFORMANCE,NÃO,IVETE SANGALO,IESSI MUSIC PUBLISHING,"33,34",IVETE SANGALO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE SEMANAL,PIPOCA DA IVETE 2023,,9,12/11/2023,EMBARACA NO BEIJO,"IVETE SANGALO - IESSI MUSIC PUBLISHING (33,34%)
RADAMES VENANCIO - IESSI MUSIC PUBLISHING (33,33%)
SAMIR TRINDADE - WARNER CHAPPELL (33,33%)",PERFORMANCE,NÃO,RADAMES VENANCIO,IESSI MUSIC PUBLISHING,"33,33",IVETE SANGALO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE SEMANAL,PIPOCA DA IVETE 2023,,9,12/11/2023,PIPOCA DA IVETE,"IVETE SANGALO - IESSI MUSIC PUBLISHING (50%)
SAMIR TRINDADE - WARNER CHAPPELL (50%)",FUNDO,NÃO,IVETE SANGALO,IESSI MUSIC PUBLISHING,50,IVETE SANGALO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE SEMANAL,PIPOCA DA IVETE 2023,,9,12/11/2023,PIPOCA DA IVETE,"IVETE SANGALO - IESSI MUSIC PUBLISHING (50%)
SAMIR TRINDADE - WARNER CHAPPELL (50%)",FUNDO,NÃO,SAMIR TRINDADE,WARNER CHAPPELL,50,IVETE SANGALO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
NOV/2023,VARIEDADE SEMANAL,PIPOCA DA IVETE 2023,,9,12/11/2023,SO LOVE NA CABECA,"GIGI CERQUEIRA - IESSI MUSIC PUBLISHING (25%)
IVETE SANGALO - IESSI MUSIC PUBLISHING (25%)
RADAMES VENANCIO - IESSI MUSIC PUBLISHING (25%)
SAMIR TRINDADE - IESSI MUSIC PUBLISHING (25%)
SAMIR TRINDADE - WARNER CHAPPELL (20%)",PERFORMANCE,NÃO,SAMIR TRINDADE,WARNER CHAPPELL,20,IVETE SANGALO,Não,,,,True,artist_alias,CanalInternacional_Dezembro2023
