Programa,Exibição,Música,Autor,Intérprete,Editora,Tipo,TOTAL,Mídia,Canal,Gênero,Episódio Nr.,Acervo Sim ou Não,Data da 1ª Exibição (apenas para conferência),Exibição.1,uncertain_match,Matched Title,Matched Identifier/ISWC,Uncertain Match,Eligibility Basis,__source_sheet
502,2024-11-18 00:00:00,Dentro Ali,Luedji Luna,Luedji Luna,Dubas Musica Ltda,Fundo Musical,,TV Fechada,Canal Brasil,Variedade,29.0,Não,2020-12-21,Reprise,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Faixa Musical - Mês Da Consciência Negra: Sambabook Jorge Aragão,2024-11-16 00:00:00,Enredo Do Meu Samba,"Jorge Aragão,Yvonne Lara",Jorge Vercillo,Warner Chappell Edicoes Musicais Ltda,Performance Acervo,,TV Fechada,Canal Brasil,Variedade,1.0,Sim,2016-12-17,Reprise,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Faixa Musical - Mês Da Consciência Negra: Sambabook Jorge Aragão,2024-11-16 00:00:00,Moleque Atrevido,"Flavio Cardoso,Jorge Aragão,Paulinho Rezende",Emicida,"Nowa Producoes Artisticas Ltda Epp,Universal Music Publishing Mgb Brasil Ltda,Unknown Publisher",Performance Acervo,,TV Fechada,Canal Brasil,Variedade,1.0,Sim,2016-12-17,Reprise,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Faixa Musical - Mês Da Consciência Negra: Sambabook Jorge Aragão,2024-11-16 00:00:00,Toque De Malícia,Jorge Aragão,Lenine,Warner Chappell Edicoes Musicais Ltda,Performance Acervo,,TV Fechada,Canal Brasil,Variedade,1.0,Sim - Excedente,2016-12-17,Reprise,,,,True,artist_alias,Relatório UBEM - Canal Brasil
502,2025-03-04 00:00:00,Dentro Ali,Luedji Luna,Luedji Luna,Dubas Musica Ltda,Fundo Musical,,TV Fechada,Canal Brasil,Variedade,29.0,Não,2020-12-21,Reprise,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Experimente,2025-03-01 00:00:00,Felizes Eram Os Golfinhos,"Edgar,Pupillo",Edgar,Warner Chappell Edicoes Musicais Ltda,Performance Acervo,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Experimente,2025-03-01 00:00:00,O Amor Está Preso?,"David Bovee,Edgar,Mauricio Fleury,Pupillo",Edgar,"Unknown Publisher,Warner Chappell Edicoes Musicais Ltda",Performance Acervo,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Experimente,2025-03-01 00:00:00,Print,"Edgar,Pupillo",Edgar,Warner Chappell Edicoes Musicais Ltda,Performance Acervo,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Versões,2025-03-01 00:00:00,Admirável Chip Novo,Pitty,Day,"Unknown Publisher,Warner Chappell Edicoes Musicais Ltda",Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Versões,2025-03-01 00:00:00,Brinquedo Torto,Pitty,Day,Warner Chappell Edicoes Musicais Ltda,Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Versões,2025-03-01 00:00:00,Dilúvio,"Danilo Valbusa,Day,Marcelinho Ferraz,Pedro Caropreso,Tiê Castro,Vitão",Day,"Universal Music Publishing Mgb Brasil Ltda,Warner Chappell Edicoes Musicais Ltda",Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Versões,2025-03-01 00:00:00,Equalize,"Peu Souza,Pitty",Day,Warner Chappell Edicoes Musicais Ltda,Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Versões,2025-03-01 00:00:00,I Wanna Be,Pitty,Day,Warner Chappell Edicoes Musicais Ltda,Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Versões,2025-03-01 00:00:00,Jurei Que Não Ia Falar De Amor,"Dan Valbusa,Day",Day,"Deck Producoes Artisticas Ltda,Universal Music Publishing Mgb Brasil Ltda",Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Versões,2025-03-01 00:00:00,Me Adora,Pitty,Day,Warner Chappell Edicoes Musicais Ltda,Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Versões,2025-03-01 00:00:00,Memórias,Pitty,Day,"Unknown Publisher,Warner Chappell Edicoes Musicais Ltda",Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Versões,2025-03-01 00:00:00,Metamorfose,"Adriano Alves,Day,Dj Dash,Marcelinho Ferraz",Day,"Deck Producoes Artisticas Ltda,Universal Music Publishing Mgb Brasil Ltda",Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Versões,2025-03-01 00:00:00,Na Sua Estante,Pitty,Day,Warner Chappell Edicoes Musicais Ltda,Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Versões,2025-03-01 00:00:00,Pulsos,"Martin,Pitty",Day,Warner Chappell Edicoes Musicais Ltda,Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Versões,2025-03-01 00:00:00,Semana Que Vem,Pitty,Day,Warner Chappell Edicoes Musicais Ltda,Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Avisa Lá Que Eu Vou,2025-03-01 00:00:00,Coração De Gelo,"Shalon Israel,Wiu",Wiu,Warner Chappell Edicoes Musicais Ltda,Fundo Musical,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Ivete 3.0,2025-03-01 00:00:00,Abalou,Gigi,Ivete Sangalo,Warner Chappell Edicoes Musicais Ltda,Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Ivete 3.0,2025-03-01 00:00:00,Acelera Aê,"Dan Kambaiah,Fabio O'Brian,Gigi,Magno Santanna",Ivete Sangalo,"Carlos Magno De Santanna,Warner Chappell Edicoes Musicais Ltda",Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Ivete 3.0,2025-03-01 00:00:00,Arerê,"Alaim Tavares,Gilson Babilônia",Ivete Sangalo,"Bichinho Edições Musicais Ltda,Sony Music Publishing Brazil Edicoes Musicais Ltda",Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Ivete 3.0,2025-03-01 00:00:00,Beleza Rara,Ed Grandão,Ivete Sangalo,Universal Music Publishing Mgb Brasil Ltda,Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Ivete 3.0,2025-03-01 00:00:00,Cadê Dalila?,"Alaim Tavares,Carlinhos Brown",Ivete Sangalo,"Sony Music Publishing Brazil Edicoes Musicais Ltda,Warner Chappell Edicoes Musicais Ltda",Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Ivete 3.0,2025-03-01 00:00:00,Alô Paixão,Jorge Xaréu,Ivete Sangalo,Universal Music Publishing Mgb Brasil Ltda,Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Ivete 3.0,2025-03-01 00:00:00,Batucada,"Gigi Cerqueira,Ivete Sangalo,Samir Trindade",Ivete Sangalo,Warner Chappell Edicoes Musicais Ltda,Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Ivete 3.0,2025-03-01 00:00:00,Bota Pra Ferver,Durval Lelys,Ivete Sangalo,Duma Criações E Produções Artisticas Ltda,Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Ivete 3.0,2025-03-01 00:00:00,Carro Velho,"Ivete Sangalo,Ninha Brito",Ivete Sangalo,"Universal Music Publishing Mgb Brasil Ltda,Warner Chappell Edicoes Musicais Ltda",Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Ivete 3.0,2025-03-01 00:00:00,Céu Da Boca,Ronaldo Marcel,Ivete Sangalo,Warner Chappell Edicoes Musicais Ltda,Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Ivete 3.0,2025-03-01 00:00:00,Cria Da Ivete,"Ivete Sangalo,Luciano Chaves,Samir Trindade",Ivete Sangalo,Warner Chappell Edicoes Musicais Ltda,Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Ivete 3.0,2025-03-01 00:00:00,De Ladinho,"Boghan Costa,Gustavo Di Dalva,Leo Bit Bit",Ivete Sangalo,Universal Music Publishing Mgb Brasil Ltda,Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Ivete 3.0,2025-03-01 00:00:00,Empurra-Empurra,"Alaim Tavares,Gilson Babilonia",Ivete Sangalo,Sony Music Publishing Brazil Edicoes Musicais Ltda,Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Ivete 3.0,2025-03-01 00:00:00,Eva,"Giancarlo Bigazzi,Marcos Ficarelli,Umberto Tozzi",Ivete Sangalo,"Associacao Defensora De Direitos Autorais (Addaf),Peermusic Do Brasil Edicoes Musicais Ltda",Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Ivete 3.0,2025-03-01 00:00:00,Faraó Divindade Do Egito,Luciano Gomes,Ivete Sangalo,Universal Music Publishing Mgb Brasil Ltda,Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Ivete 3.0,2025-03-01 00:00:00,Festa,Anderson Cunha,Ivete Sangalo,Universal Music Publishing Mgb Brasil Ltda,Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Ivete 3.0,2025-03-01 00:00:00,Flores (Sonho Épico),"Carlinhos Maracanã,Gutemberg,Roberto Moura,Tica Mahatma",Ivete Sangalo,"Universal Music Publishing Mgb Brasil Ltda,Unknown Publisher",Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Ivete 3.0,2025-03-01 00:00:00,"Galera, A","Augusto Conceição,Elivandro Cuca,Fabio Alcantara,Rayala,Sá Trindade",Ivete Sangalo,"Sony Music Publishing Brazil Edicoes Musicais Ltda,Universal Music Publishing Mgb Brasil Ltda",Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Ivete 3.0,2025-03-01 00:00:00,Leva Eu,"Cly Loylie,Durval Lelys",Ivete Sangalo,Duma Criações E Produções Artisticas Ltda,Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Ivete 3.0,2025-03-01 00:00:00,Levada Louca,"Alaim Tavares,Gilson Babilônia,Lula Carvalho",Ivete Sangalo,"Sony Music Publishing Brazil Edicoes Musicais Ltda,Universal Music Publishing Mgb Brasil Ltda",Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Ivete 3.0,2025-03-01 00:00:00,"Lua Que Eu Te Dei, A",Herbert Vianna,Ivete Sangalo,"Sony Music Publishing Brazil Edicoes Musicais Ltda,Unknown Publisher",Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Ivete 3.0,2025-03-01 00:00:00,Me Abraça,"Jorge Xaréu,Roberto Moura",Ivete Sangalo,Universal Music Publishing Mgb Brasil Ltda,Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Ivete 3.0,2025-03-01 00:00:00,Mexe A Cabeça,"Gigi,Ivete Sangalo,Radamés,Ramon Cruz,Samir Pereira",Ivete Sangalo,"Unknown Publisher,Warner Chappell Edicoes Musicais Ltda",Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Ivete 3.0,2025-03-01 00:00:00,Não Precisa Mudar,"Gigi,Saulo Fernandes",Ivete Sangalo,Warner Chappell Edicoes Musicais Ltda,Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Ivete 3.0,2025-03-01 00:00:00,O Mundo Vai,"Gigi,Ivete Sangalo,Radames Venancio,Ramon Cruz,Samir Pereira,Tierry",Ivete Sangalo,"Universal Music Publishing Mgb Brasil Ltda,Unknown Publisher,Warner Chappell Edicoes Musicais Ltda",Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Ivete 3.0,2025-03-01 00:00:00,Quando A Chuva Passar,Ramon Cruz,Ivete Sangalo,Iessi Music Label Ltda,Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Ivete 3.0,2025-03-01 00:00:00,Rua Da Saudade,"Gigi Cerqueira,Ivete Sangalo,Radames Venancio,Samir Trindade",Ivete Sangalo,Warner Chappell Edicoes Musicais Ltda,Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Ivete 3.0,2025-03-01 00:00:00,Ruas E Rios,Ramon Cruz,Ivete Sangalo,Unknown Publisher,Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Ivete 3.0,2025-03-01 00:00:00,Se Eu Não Te Amasse Tanto Assim,"Herbert Vianna,Paulo Sergio Valle",Ivete Sangalo,Sony Music Publishing Brazil Edicoes Musicais Ltda,Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Ivete 3.0,2025-03-01 00:00:00,Se Saia,"Gigi Cerqueira,Ivete Sangalo,Radames Venancio,Samir Trindade",Ivete Sangalo,Iessi Music Label Ltda,Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Ivete 3.0,2025-03-01 00:00:00,Só Love Na Cabeça,"Gigi Cerqueira,Ivete Sangalo,Radames Venancio,Samir Trindade",Ivete Sangalo,Warner Chappell Edicoes Musicais Ltda,Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Ivete 3.0,2025-03-01 00:00:00,Sorte Grande,Lourenço,Ivete Sangalo,L O S Producoes E Promocoes Artisticas Ltda Me,Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Ivete 3.0,2025-03-01 00:00:00,"Tá Solteira, Mas Não Tá Sozinha","Gigi,Ivete Sangalo,Radames Venancio,Samir Pereira",Ivete Sangalo,Warner Chappell Edicoes Musicais Ltda,Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Ivete 3.0,2025-03-01 00:00:00,Tá Tudo Bem,Alexandre Peixe,Ivete Sangalo,Warner Chappell Edicoes Musicais Ltda,Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Ivete 3.0,2025-03-01 00:00:00,Tempo De Alegria,"Filipe Escandurras,Gigi,Magno Sant'Anna",Ivete Sangalo,"Abramus Digital Servicos De Identificacao De Repertorio Ltda Me,Carlos Magno De Santanna,Warner Chappell Edicoes Musicais Ltda",Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Ivete 3.0,2025-03-01 00:00:00,Você Não Sai,"Ivete Sangalo,Lucas Barrios Cabrera,Tierre De Araujo Paixao Costa",Ivete Sangalo,"Universal Music Publishing Mgb Brasil Ltda,Unknown Publisher,Warner Chappell Edicoes Musicais Ltda",Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Tô De Graça,2025-03-01 00:00:00,Debaixo Dos Caracóis Dos Seus Cabelos,"Erasmo Carlos,Roberto Carlos",Ivete Sangalo,Sony Music Publishing Brazil Edicoes Musicais Ltda,Fundo Musical,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Tô De Graça,2025-03-01 00:00:00,Garganta,Totonho Villeroy,Ana Carolina,Universal Music Publishing Mgb Brasil Ltda,Fundo Musical,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Tô De Graça,2025-03-01 00:00:00,Vamos Beber,"Anderson Alexandre,Dennis Dj",Dennis Dj,Sony Music Publishing Brazil Edicoes Musicais Ltda,Fundo Musical,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Tô De Graça,2025-03-01 00:00:00,Pá Em Todo Mundo,"Dennis Dj,Gabriel Cantini",Dennis Dj,Sony Music Publishing Brazil Edicoes Musicais Ltda,Fundo Musical,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Experimente,2025-03-02 00:00:00,Felizes Eram Os Golfinhos,"Edgar,Pupillo",Edgar,Warner Chappell Edicoes Musicais Ltda,Performance Acervo,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Experimente,2025-03-02 00:00:00,O Amor Está Preso?,"David Bovee,Edgar,Mauricio Fleury,Pupillo",Edgar,"Unknown Publisher,Warner Chappell Edicoes Musicais Ltda",Performance Acervo,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Experimente,2025-03-02 00:00:00,Print,"Edgar,Pupillo",Edgar,Warner Chappell Edicoes Musicais Ltda,Performance Acervo,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Palco Principal: Rock In Rio 2024 - Ivete Sangalo,2025-03-02 00:00:00,Abalou,Gigi,Ivete Sangalo,Warner Chappell Edicoes Musicais Ltda,Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Palco Principal: Rock In Rio 2024 - Ivete Sangalo,2025-03-02 00:00:00,Acelera Aê,"Dan Kambaiah,Fabio O'Brian,Gigi,Magno Santanna",Ivete Sangalo,"Carlos Magno De Santanna,Warner Chappell Edicoes Musicais Ltda",Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Palco Principal: Rock In Rio 2024 - Ivete Sangalo,2025-03-02 00:00:00,Arerê,"Alaim Tavares,Gilson Babilônia",Ivete Sangalo,"Bichinho Edições Musicais Ltda,Sony Music Publishing Brazil Edicoes Musicais Ltda",Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Palco Principal: Rock In Rio 2024 - Ivete Sangalo,2025-03-02 00:00:00,Beleza Rara,Ed Grandão,Ivete Sangalo,Universal Music Publishing Mgb Brasil Ltda,Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Palco Principal: Rock In Rio 2024 - Ivete Sangalo,2025-03-02 00:00:00,Cadê Dalila?,"Alaim Tavares,Carlinhos Brown",Ivete Sangalo,"Sony Music Publishing Brazil Edicoes Musicais Ltda,Warner Chappell Edicoes Musicais Ltda",Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Palco Principal: Rock In Rio 2024 - Ivete Sangalo,2025-03-02 00:00:00,Cria Da Ivete,"Ivete Sangalo,Luciano Chaves,Samir Trindade",Ivete Sangalo,Warner Chappell Edicoes Musicais Ltda,Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Palco Principal: Rock In Rio 2024 - Ivete Sangalo,2025-03-02 00:00:00,Dançando,"Filipe Escandurras,Marcio Victor,Tierry Coringa",Ivete Sangalo,"Abramus Digital Servicos De Identificacao De Repertorio Ltda Me,Warner Chappell Edicoes Musicais Ltda",Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Palco Principal: Rock In Rio 2024 - Ivete Sangalo,2025-03-02 00:00:00,Eva,"Giancarlo Bigazzi,Marcos Ficarelli,Umberto Tozzi",Ivete Sangalo,"Associacao Defensora De Direitos Autorais (Addaf),Peermusic Do Brasil Edicoes Musicais Ltda",Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Palco Principal: Rock In Rio 2024 - Ivete Sangalo,2025-03-02 00:00:00,"Galera, A","Augusto Conceição,Elivandro Cuca,Fabio Alcantara,Rayala,Sá Trindade",Ivete Sangalo,"Sony Music Publishing Brazil Edicoes Musicais Ltda,Universal Music Publishing Mgb Brasil Ltda",Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Palco Principal: Rock In Rio 2024 - Ivete Sangalo,2025-03-02 00:00:00,Na Base Do Beijo,"Alaim Tavares,Rita Mendes",Ivete Sangalo,"Sony Music Publishing Brazil Edicoes Musicais Ltda,Warner Chappell Edicoes Musicais Ltda",Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Palco Principal: Rock In Rio 2024 - Ivete Sangalo,2025-03-02 00:00:00,O Mundo Vai,"Gigi,Ivete Sangalo,Radames Venancio,Ramon Cruz,Samir Pereira,Tierry",Ivete Sangalo,"Universal Music Publishing Mgb Brasil Ltda,Unknown Publisher,Warner Chappell Edicoes Musicais Ltda",Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Palco Principal: Rock In Rio 2024 - Ivete Sangalo,2025-03-02 00:00:00,Tempo De Alegria,"Filipe Escandurras,Gigi,Magno Sant'Anna",Ivete Sangalo,"Abramus Digital Servicos De Identificacao De Repertorio Ltda Me,Carlos Magno De Santanna,Warner Chappell Edicoes Musicais Ltda",Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Palco Principal: Rock In Rio 2024 - Ivete Sangalo,2025-03-02 00:00:00,"Tá Solteira, Mas Não Tá Sozinha","Gigi,Ivete Sangalo,Radames Venancio,Samir Pereira",Ivete Sangalo,Warner Chappell Edicoes Musicais Ltda,Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Versões,2025-03-02 00:00:00,Admirável Chip Novo,Pitty,Day,"Unknown Publisher,Warner Chappell Edicoes Musicais Ltda",Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Versões,2025-03-02 00:00:00,Brinquedo Torto,Pitty,Day,Warner Chappell Edicoes Musicais Ltda,Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Versões,2025-03-02 00:00:00,Dilúvio,"Danilo Valbusa,Day,Marcelinho Ferraz,Pedro Caropreso,Tiê Castro,Vitão",Day,"Universal Music Publishing Mgb Brasil Ltda,Warner Chappell Edicoes Musicais Ltda",Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Versões,2025-03-02 00:00:00,Equalize,"Peu Souza,Pitty",Day,Warner Chappell Edicoes Musicais Ltda,Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Versões,2025-03-02 00:00:00,I Wanna Be,Pitty,Day,Warner Chappell Edicoes Musicais Ltda,Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Versões,2025-03-02 00:00:00,Jurei Que Não Ia Falar De Amor,"Dan Valbusa,Day",Day,"Deck Producoes Artisticas Ltda,Universal Music Publishing Mgb Brasil Ltda",Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Versões,2025-03-02 00:00:00,Me Adora,Pitty,Day,Warner Chappell Edicoes Musicais Ltda,Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Versões,2025-03-02 00:00:00,Memórias,Pitty,Day,"Unknown Publisher,Warner Chappell Edicoes Musicais Ltda",Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Versões,2025-03-02 00:00:00,Metamorfose,"Adriano Alves,Day,Dj Dash,Marcelinho Ferraz",Day,"Deck Producoes Artisticas Ltda,Universal Music Publishing Mgb Brasil Ltda",Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Versões,2025-03-02 00:00:00,Na Sua Estante,Pitty,Day,Warner Chappell Edicoes Musicais Ltda,Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Versões,2025-03-02 00:00:00,Pulsos,"Martin,Pitty",Day,Warner Chappell Edicoes Musicais Ltda,Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Versões,2025-03-02 00:00:00,Semana Que Vem,Pitty,Day,Warner Chappell Edicoes Musicais Ltda,Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Tô De Graça,2025-03-02 00:00:00,Debaixo Dos Caracóis Dos Seus Cabelos,"Erasmo Carlos,Roberto Carlos",Ivete Sangalo,Sony Music Publishing Brazil Edicoes Musicais Ltda,Fundo Musical,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Tô De Graça,2025-03-02 00:00:00,Garganta,Totonho Villeroy,Ana Carolina,Universal Music Publishing Mgb Brasil Ltda,Fundo Musical,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Tô De Graça,2025-03-02 00:00:00,Vamos Beber,"Anderson Alexandre,Dennis Dj",Dennis Dj,Sony Music Publishing Brazil Edicoes Musicais Ltda,Fundo Musical,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Tô De Graça,2025-03-02 00:00:00,Pá Em Todo Mundo,"Dennis Dj,Gabriel Cantini",Dennis Dj,Sony Music Publishing Brazil Edicoes Musicais Ltda,Fundo Musical,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Vai Que Cola,2025-03-02 00:00:00,Dançando,"Filipe Escandurras,Marcio Victor,Tierry Coringa",Ivete Sangalo,"Abramus Digital Servicos De Identificacao De Repertorio Ltda Me,Warner Chappell Edicoes Musicais Ltda",Performance Acervo,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Big Show,2025-03-03 00:00:00,Energia De Gostosa,"Ivete Sangalo,Lari Tavares,Luana Matos,Rafa Lemos,Tassia Morais",Ivete Sangalo,"Unknown Publisher,Warner Chappell Edicoes Musicais Ltda",Ao Vivo Fundo Musical,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Tô De Graça,2025-03-03 00:00:00,Relaxa E Toma,"Dennis Dj,Gabriel Cantini",Dennis Dj,Sony Music Publishing Brazil Edicoes Musicais Ltda,Fundo Musical,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Tô De Graça,2025-03-03 00:00:00,Pá Em Todo Mundo,"Dennis Dj,Gabriel Cantini",Dennis Dj,Sony Music Publishing Brazil Edicoes Musicais Ltda,Fundo Musical,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Tvz,2025-03-03 00:00:00,O Verão Bateu Em Minha Porta,"Gigi Cerqueira,Ivete Sangalo,Radames Venancio,Samir Trindade",Ivete Sangalo,Warner Chappell Edicoes Musicais Ltda,Clipe Musical,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Tvz,2025-03-03 00:00:00,Me Lambe,"Andre Murilo Da Silva,Guilherme Santos Pereira,Jose Henrique Castanho De Godoy Pinheiro,João Vitor Romania Balbino,Pedro Tófani",Jão,"Bmg Rights Management Brasil Ltda,Universal Music Publishing Mgb Brasil Ltda,Warner Chappell Edicoes Musicais Ltda",Clipe Musical,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Tvz,2025-03-03 00:00:00,Malvadão 3,Xamã,Xamã,Associacao Defensora De Direitos Autorais (Addaf),Clipe Musical,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Palco Principal: Rock In Rio 2024 - Ivete Sangalo,2025-03-04 00:00:00,Abalou,Gigi,Ivete Sangalo,Warner Chappell Edicoes Musicais Ltda,Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Palco Principal: Rock In Rio 2024 - Ivete Sangalo,2025-03-04 00:00:00,Acelera Aê,"Dan Kambaiah,Fabio O'Brian,Gigi,Magno Santanna",Ivete Sangalo,"Carlos Magno De Santanna,Warner Chappell Edicoes Musicais Ltda",Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
Palco Principal: Rock In Rio 2024 - Ivete Sangalo,2025-03-04 00:00:00,Arerê,"Alaim Tavares,Gilson Babilônia",Ivete Sangalo,"Bichinho Edições Musicais Ltda,Sony Music Publishing Brazil Edicoes Musicais Ltda",Performance,,,,,,,,,,,,True,artist_alias,Relatório UBEM - Canal Brasil
